nu,unc,A,S,"E""",g',"g""",J',"J""",Grve',v1',v2',v3',Ka',Kc',"Grve""","v1""","v2""","v3""","Ka""","Kc"""
51.00573,6.2e-05,0.0012924,1.9090335561722155e-30,2471.254912,23,21,11,10, A1,0,0,0,8,4, A2,0,0,0,9,1
51.00994,6.2e-05,0.0012927,5.727868761168185e-30,2471.254532,69,63,11,10, B1,0,0,0,8,3, B2,0,0,0,9,2
51.434477,4e-06,0.0035985,3.541865634050161e-22,610.114408,13,11,6,5, A2,0,0,0,3,3, A1,0,0,0,4,2
52.51067,2e-06,0.00028804,3.237690175144748e-23,704.214032,39,45,6,7, B1,0,0,0,4,3, B2,0,0,0,1,6
53.105671,2e-06,0.060863,1.3490345514724655e-26,2000.862784,33,33,5,5, B1,0,1,0,2,3, B2,0,1,0,1,4
53.24549,2e-06,0.00029008,2.901602933955422e-25,1201.921026,51,57,8,9, B2,0,0,0,5,4, B1,0,0,0,2,7
53.444275,5e-06,0.037107,1.1644905637408366e-19,222.052782,9,9,4,4, A2,0,0,0,1,3, A1,0,0,0,0,4
54.835237,4e-06,0.040952,1.4104976038224272e-25,1677.061219,21,15,3,2, B1,0,1,0,0,3, B2,0,1,0,1,2
54.925677,2e-06,0.00041905,4.196880830125969e-30,2337.666543,45,51,7,8, B1,0,1,0,2,5, B2,0,1,0,1,8
55.405262,5e-06,0.030512,6.339682960273586e-19,79.496382,15,15,2,2, B1,0,0,0,2,1, B2,0,0,0,1,2
55.70203,5e-06,0.055726,2.00657536630382e-18,23.794352,15,9,2,1, B2,0,0,0,1,2, B1,0,0,0,0,1
56.488373,2.9e-05,0.00048753,2.2210572388856137e-26,1524.847291,63,69,10,11, B1,0,0,0,4,7, B2,0,0,0,1,10
57.168997,5e-06,0.00025138,7.750112431406133e-22,325.347904,27,33,4,5, B2,0,0,0,3,2, B1,0,0,0,0,5
57.265292,7e-06,0.05034,1.4048781995856328e-18,79.496382,21,15,3,2, B1,0,0,0,0,3, B2,0,0,0,1,2
57.271496,5e-06,0.00030557,1.1391334365120209e-22,446.6966,11,13,5,6, A2,0,0,0,3,3, A1,0,0,0,0,6
58.018545,3e-06,0.049516,1.6745957699195416e-26,1817.451157,9,9,4,4, A2,0,1,0,1,3, A1,0,1,0,0,4
58.053367,2e-06,0.007212,7.335595722826536e-30,2572.138963,51,45,8,7, B2,0,1,0,3,6, B1,0,1,0,4,3
58.504374,1.1e-05,0.062385,2.5384745572492546e-25,1618.556845,15,9,2,1, B2,0,1,0,1,2, B1,0,1,0,0,1
58.77539,0.0,0.079998,7.171825636810379e-21,602.773495,13,13,6,6, A2,0,0,0,3,3, A1,0,0,0,2,4
58.914039,2e-06,0.0066907,1.4664312898555101e-22,757.78015,15,13,7,6, A2,0,0,0,3,5, A1,0,0,0,4,2
59.867715,2e-06,0.074426,1.1855565230424585e-20,542.90578,13,13,6,6, A1,0,0,0,2,4, A2,0,0,0,1,5
59.946698,1e-06,0.090029,4.527441863762998e-21,782.409821,45,45,7,7, B2,0,0,0,3,4, B1,0,0,0,2,5
61.682101,3e-06,0.020952,6.800387538570088e-27,1813.787601,9,7,4,3, A2,0,1,0,1,3, A1,0,1,0,2,2
61.749987,2e-06,0.00035472,8.09344419376687e-28,1813.222656,63,69,10,11, B1,0,0,0,6,5, B2,0,0,0,3,8
62.301384,0.0,0.080733,8.129259186034474e-20,446.510665,33,33,5,5, B2,0,0,0,3,2, B1,0,0,0,2,3
62.701808,0.000132,0.00032444,1.4689483221487344e-24,920.209717,17,19,8,9, A1,0,0,0,2,6, A2,0,0,0,1,9
62.735132,5e-06,0.00038502,1.1241915413702343e-22,586.243531,39,45,6,7, B2,0,0,0,3,4, B1,0,0,0,0,7
62.873004,0.0,0.0073016,2.4491945635272755e-23,1059.835298,51,45,8,7, B1,0,0,0,4,5, B2,0,0,0,5,2
63.166566,5e-06,0.00016273,3.216325113510903e-22,222.052782,7,9,3,4, A2,0,0,0,3,1, A1,0,0,0,0,4
63.338448,1e-06,0.0063288,2.330366232340631e-25,1411.64175,19,17,9,8, A2,0,0,0,5,5, A1,0,0,0,6,2
63.493953,3e-05,0.00057472,5.087165716123188e-29,2042.372622,25,27,12,13, A2,0,0,0,3,9, A1,0,0,0,2,12
63.498677,4e-06,0.0027187,3.0238388405760804e-27,1899.007489,75,69,12,11, B2,0,0,0,3,10, B1,0,0,0,4,7
63.993764,2e-06,0.011445,2.1104388933928616e-20,382.516901,33,27,5,4, B1,0,0,0,2,3, B2,0,0,0,3,2
64.022936,2e-06,0.052199,2.2501148480533273e-19,142.278494,7,7,3,3, A1,0,0,0,2,2, A2,0,0,0,1,3
64.385015,2e-06,0.0056789,1.2608908834069319e-26,1810.587628,63,57,10,9, B1,0,0,0,6,5, B2,0,0,0,7,2
64.878296,2e-06,0.0058164,4.2628103324188465e-27,1810.582975,21,19,10,9, A1,0,0,0,6,4, A2,0,0,0,7,3
64.926944,2e-06,0.097979,1.5519404763594828e-27,2146.263564,13,13,6,6, A1,0,1,0,2,4, A2,0,1,0,1,5
65.244187,4e-06,0.048195,9.50933047835294e-26,1677.061219,15,15,2,2, B1,0,1,0,2,1, B2,0,1,0,1,2
65.685874,1e-06,0.0071016,7.487868521772236e-25,1411.611293,57,51,9,8, B2,0,0,0,5,4, B1,0,0,0,6,3
67.208628,4e-06,0.00029226,3.3957119731558956e-23,542.90578,11,13,5,6, A1,0,0,0,4,2, A2,0,0,0,1,5
67.24602,3e-06,0.12098,2.6749770609281865e-22,982.911525,17,17,8,8, A2,0,0,0,3,5, A1,0,0,0,2,6
67.527678,3.3e-05,0.0057023,5.161391255162384e-29,2254.283959,23,21,11,10, A2,0,0,0,7,5, A1,0,0,0,8,2
68.062979,2e-06,0.081634,7.384292659962592e-20,315.779543,9,9,4,4, A2,0,0,0,3,1, A1,0,0,0,2,2
68.413549,2.9e-05,0.00076145,8.17329597993837e-28,1774.615197,23,25,11,12, A1,0,0,0,4,8, A2,0,0,0,1,11
69.195627,2e-06,0.033313,8.80559431072448e-20,206.30143,9,7,4,3, A2,0,0,0,1,3, A1,0,0,0,2,2
71.398972,1e-06,0.13198,9.655801347182628e-28,2211.190508,13,13,6,6, A2,0,1,0,3,3, A1,0,1,0,2,4
72.128861,4e-06,0.011455,1.073523806014153e-23,1059.646575,17,15,8,7, A1,0,0,0,4,4, A2,0,0,0,5,3
72.187685,1e-06,0.12464,9.453495913801712e-19,70.090809,7,5,3,2, A2,0,0,0,1,3, A1,0,0,0,0,2
72.630531,5e-06,0.00051712,9.919203281726189e-24,744.063658,15,17,7,8, A2,0,0,0,3,5, A1,0,0,0,0,8
73.091021,1.1e-05,0.0064093,1.325377548178939e-30,2740.420358,75,69,12,11, B1,0,0,0,8,5, B2,0,0,0,9,2
73.262217,2e-06,0.066428,3.584926372533592e-19,212.156362,21,21,3,3, B2,0,0,0,3,0, B1,0,0,0,2,1
74.10961,5e-06,0.07559,2.0375654470538775e-19,325.347904,33,33,5,5, B2,0,0,0,1,4, B1,0,0,0,0,5
74.303896,4e-06,0.079947,3.3283525306456905e-26,1739.483705,7,7,3,3, A1,0,1,0,2,2, A2,0,1,0,1,3
74.519126,3e-06,0.13141,1.147485818635763e-25,1664.964579,7,5,3,2, A2,0,1,0,1,3, A1,0,1,0,0,2
74.878773,1e-06,0.014784,1.4270523548881744e-22,931.236948,51,45,8,7, B2,0,0,0,3,6, B1,0,0,0,4,3
74.976798,4e-06,0.16683,3.2064606427870294e-29,2595.812728,17,17,8,8, A2,0,1,0,3,5, A1,0,1,0,2,6
75.523905,0.0,0.080274,4.713124144954214e-19,224.838381,27,27,4,4, B1,0,0,0,2,3, B2,0,0,0,1,4
76.525561,1e-06,0.1367,1.1142080720298823e-26,2053.968455,33,33,5,5, B2,0,1,0,3,2, B1,0,1,0,2,3
76.73505,2e-06,0.00039786,6.5239589890050365e-25,982.911525,15,17,7,8, A2,0,0,0,5,3, A1,0,0,0,2,6
77.316235,3e-06,0.18125,5.580288270115968e-23,1282.918767,57,57,9,9, B1,0,0,0,4,5, B2,0,0,0,3,6
77.967452,4e-06,0.15027,7.543827671412595e-26,1739.483705,9,7,4,3, A1,0,1,0,0,4, A2,0,1,0,1,3
78.195789,2e-06,0.1354,1.0517356206798895e-20,704.214032,45,45,7,7, B1,0,0,0,2,5, B2,0,0,0,1,6
78.3036,4e-06,0.19545,1.7016573956776668e-24,1538.148739,21,21,10,10, A1,0,0,0,4,6, A2,0,0,0,3,7
78.615264,3.3e-05,0.0078307,3.3966619659677055e-26,1616.452339,23,21,11,10, A2,0,0,0,3,9, A1,0,0,0,4,6
78.917918,2e-06,0.078687,1.35922244886734e-19,206.30143,7,7,3,3, A2,0,0,0,3,1, A1,0,0,0,2,2
79.774288,5e-06,0.17202,7.138722744817133e-19,142.278494,9,7,4,3, A1,0,0,0,0,4, A2,0,0,0,1,3
80.096482,4e-06,0.09949,2.886829528342472e-26,1920.766302,33,33,5,5, B2,0,1,0,1,4, B1,0,1,0,0,5
80.997741,3e-06,0.18612,1.209188329304327e-22,1201.921026,57,57,9,9, B2,0,0,0,3,6, B1,0,0,0,2,7
81.617891,4e-06,0.19076,1.6665759872525503e-22,1050.157545,17,17,8,8, A1,0,0,0,4,4, A2,0,0,0,3,5
82.154615,2e-06,0.12256,3.0220448780149897e-19,300.362286,27,27,4,4, B2,0,0,0,3,2, B1,0,0,0,2,3
82.640095,3.1e-05,0.001172,2.1996408949529306e-28,2042.309826,75,81,12,13, B1,0,0,0,4,9, B2,0,0,0,1,12
82.86234,2e-06,0.16955,1.3148804891598151e-27,2309.72988,45,45,7,7, B1,0,1,0,2,5, B2,0,1,0,1,6
83.015905,2e-06,0.13717,1.0123603876198604e-26,1922.901048,9,9,4,4, A2,0,1,0,3,1, A1,0,1,0,2,2
84.049137,4e-06,0.00076866,1.7095796459101986e-28,1920.766302,27,33,4,5, B2,0,1,0,3,2, B1,0,1,0,0,5
84.45568,4e-06,0.018894,7.79196131782358e-24,1131.775436,19,17,9,8, A2,0,0,0,3,7, A1,0,0,0,4,4
84.627105,3e-06,0.0010249,2.745983028756462e-29,2041.780478,11,13,5,6, A2,0,1,0,3,3, A1,0,1,0,0,6
84.782925,2e-06,0.038886,5.272927123343563e-28,2126.407583,13,11,6,5, A1,0,1,0,2,4, A2,0,1,0,3,3
84.973052,1e-06,0.022668,2.682006139388222e-24,1255.911452,19,17,9,8, A1,0,0,0,4,6, A2,0,0,0,5,3
85.631817,1e-06,0.025968,1.0555053898968616e-21,756.724702,45,39,7,6, B2,0,0,0,3,4, B1,0,0,0,4,3
85.784833,1e-06,0.24594,3.981182879210816e-25,1813.222656,69,69,11,11, B1,0,0,0,4,7, B2,0,0,0,3,8
85.892884,2e-06,0.015032,2.0491444040482536e-24,1360.235002,63,57,10,9, B2,0,0,0,3,8, B1,0,0,0,4,5
85.947696,7.1e-05,0.00071461,6.397916993842669e-24,920.168025,51,57,8,9, B2,0,0,0,3,6, B1,0,0,0,0,9
86.272381,3e-06,0.23312,1.344954607966741e-29,2818.397576,57,57,9,9, B2,0,1,0,3,6, B1,0,1,0,2,7
86.419534,1e-06,0.11942,6.887389267388245e-26,1821.596591,27,27,4,4, B1,0,1,0,2,3, B2,0,1,0,1,4
86.809395,4.2e-05,0.0012386,1.3530535312926478e-29,2327.912599,81,87,13,14, B2,0,0,0,3,10, B1,0,0,0,2,13
87.335449,1e-06,0.022161,1.9662893092673855e-25,1631.382967,63,57,10,9, B2,0,0,0,5,6, B1,0,0,0,6,3
87.371667,6.5e-05,0.00066664,9.352111979828141e-25,1114.549359,57,63,9,10, B1,0,0,0,2,7, B2,0,0,0,1,10
87.759352,0.0,0.16387,4.727934898176142e-20,416.208744,11,11,5,5, A2,0,0,0,3,3, A1,0,0,0,2,4
88.076707,5e-06,0.24548,2.8222463653163154e-18,136.761674,27,21,4,3, B2,0,0,0,1,4, B1,0,0,0,0,3
88.228565,3e-05,0.020094,9.375498291415696e-28,2054.368084,23,21,11,10, A1,0,0,0,6,6, A2,0,0,0,7,3
88.65018,2e-06,0.00016446,1.3578524387370021e-22,399.457514,27,33,4,5, B1,0,0,0,4,1, B2,0,0,0,1,4
88.65128,3e-06,0.0011813,7.239109666528145e-30,2309.72988,39,45,6,7, B1,0,1,0,4,3, B2,0,1,0,1,6
88.880429,1e-06,0.21137,3.469597183529606e-21,842.356519,45,45,7,7, B1,0,0,0,4,3, B2,0,0,0,3,4
89.583268,0.0,0.1195,8.202585661454857e-20,326.625476,11,11,5,5, A1,0,0,0,2,4, A2,0,0,0,1,5
89.700135,1e-06,0.24683,3.3138970547764943e-25,1731.896456,27,21,4,3, B2,0,1,0,1,4, B1,0,1,0,0,3
89.701001,4e-06,0.021183,2.898827846981361e-27,2054.344741,69,63,11,10, B1,0,0,0,6,5, B2,0,0,0,7,4
90.000175,4e-06,0.00041342,6.092814651096012e-29,1817.451157,7,9,3,4, A2,0,1,0,3,1, A1,0,1,0,0,4
90.534569,4e-05,0.019255,2.6363878174165396e-29,2522.264472,75,69,12,11, B2,0,0,0,7,6, B1,0,0,0,8,3
90.843153,4.1e-05,0.019465,8.842356589483108e-30,2522.260642,25,23,12,11, A2,0,0,0,7,5, A1,0,0,0,8,4
91.069301,4e-06,0.0013005,2.788814004186485e-29,2180.6426,39,45,6,7, B2,0,1,0,3,4, B1,0,1,0,0,7
92.529907,2e-06,0.25598,3.9214362334154145e-18,42.371737,15,9,2,1, B1,0,0,0,2,1, B2,0,0,0,1,0
92.846659,2e-06,0.11341,3.053077429002845e-26,1908.016125,33,27,5,4, B2,0,1,0,1,4, B1,0,1,0,2,3
93.09649,1e-06,0.00054972,3.418145904936742e-27,1538.148739,19,21,9,10, A1,0,0,0,6,4, A2,0,0,0,3,7
93.459439,4e-06,0.027646,7.454539375742888e-26,1631.245229,21,19,10,9, A2,0,0,0,5,5, A1,0,0,0,6,4
93.663731,4e-06,0.12532,1.8124503404694438e-26,1813.787601,7,7,3,3, A2,0,1,0,3,1, A1,0,1,0,2,2
94.096013,4e-06,0.29801,6.439356560703279e-30,2904.669957,57,57,9,9, B1,0,1,0,4,5, B2,0,1,0,3,6
95.032293,2.5e-05,0.33063,3.335967980023188e-27,2205.65174,25,25,12,12, A2,0,0,0,5,7, A1,0,0,0,4,8
95.541191,4.6e-05,0.34548,4.22389440732516e-28,2533.791758,81,81,13,13, B2,0,0,0,5,8, B1,0,0,0,4,9
96.067277,2e-06,0.21529,4.9555708395345515e-20,552.911386,39,39,6,6, B2,0,0,0,3,4, B1,0,0,0,2,5
96.20918,5e-06,0.13557,2.999887403643439e-20,446.6966,13,13,6,6, A2,0,0,0,1,5, A1,0,0,0,0,6
96.231265,0.0,0.22609,5.844987914319665e-21,661.548885,13,13,6,6, A1,0,0,0,4,2, A2,0,0,0,3,3
96.799314,2e-06,0.19199,3.9890310832303637e-26,1908.016125,27,27,4,4, B2,0,1,0,3,2, B1,0,1,0,2,3
98.312644,4.3e-05,0.0017322,5.306201278713242e-30,2327.882531,27,29,13,14, A1,0,0,0,4,10, A2,0,0,0,1,13
98.805399,0.0,0.070098,8.43013998830126e-21,503.968096,13,11,6,5, A1,0,0,0,2,4, A2,0,0,0,3,3
99.026807,1e-06,0.26019,1.2728314561926244e-18,37.137121,5,3,2,1, A1,0,0,0,2,0, A2,0,0,0,1,1
99.095228,2e-06,0.15658,3.6402804248797604e-19,300.362286,33,27,5,4, B2,0,0,0,1,4, B1,0,0,0,2,3
99.169711,3e-06,0.35286,2.0535926306211332e-25,1821.596591,33,27,5,4, B1,0,1,0,0,5, B2,0,1,0,1,4
99.785165,2.5e-05,0.34872,8.902048833758269e-27,2105.866575,25,25,12,12, A1,0,0,0,4,8, A2,0,0,0,3,9
99.987282,2e-06,0.35415,1.9655243273528916e-25,1899.007489,69,69,11,11, B2,0,0,0,5,6, B1,0,0,0,4,7
100.021198,4e-06,0.23662,8.297095572421128e-22,882.890327,17,17,8,8, A1,0,0,0,2,6, A2,0,0,0,1,7
100.181049,4e-06,0.30147,5.0849055505981726e-24,1437.96769,21,21,10,10, A2,0,0,0,3,7, A1,0,0,0,2,8
100.509523,5e-06,0.38868,1.8835929260734885e-18,224.838381,33,27,5,4, B1,0,0,0,0,5, B2,0,0,0,1,4
100.900427,4e-06,0.3257,1.9685456178952345e-29,2670.789526,17,17,8,8, A1,0,1,0,4,4, A2,0,1,0,3,5
101.28164,3e-06,0.054648,9.037765500565243e-30,2569.507886,17,15,8,7, A2,0,1,0,3,5, A1,0,1,0,4,4
101.323583,3e-06,0.17367,1.1885155196085254e-26,1922.829,11,11,5,5, A1,0,1,0,2,4, A2,0,1,0,1,5
101.529089,4e-06,0.213,5.960883364043322e-20,508.812049,33,33,5,5, B1,0,0,0,4,1, B2,0,0,0,3,2
101.699834,5.3e-05,0.00098332,3.719256987473021e-25,1114.531282,19,21,9,10, A2,0,0,0,3,7, A1,0,0,0,0,10
101.799828,2e-06,0.32967,5.131374280693185e-25,1640.505578,15,9,2,1, B1,0,1,0,2,1, B2,0,1,0,1,0
102.255,2e-06,0.25066,6.1523078759722814e-27,2024.152583,11,11,5,5, A2,0,1,0,3,3, A1,0,1,0,2,4
102.491269,4e-06,0.0016771,2.444821514342423e-30,2337.463063,15,17,7,8, A2,0,1,0,3,5, A1,0,1,0,0,8
102.562675,2.2e-05,0.4122,5.0915812119066015e-30,2880.832451,29,29,14,14, A2,0,0,0,5,9, A1,0,0,0,4,10
104.038497,2e-06,0.046028,1.4898507026709463e-24,1477.297167,63,57,10,9, B1,0,0,0,4,7, B2,0,0,0,5,4
104.29165,4e-06,0.1497,3.83277101407034e-20,383.842522,9,9,4,4, A1,0,0,0,4,0, A2,0,0,0,3,1
104.483086,3e-06,0.17938,4.230657822499342e-27,2041.780478,13,13,6,6, A2,0,1,0,1,5, A1,0,1,0,0,6
104.572694,5e-06,0.44455,6.978058464086101e-19,222.052782,11,9,5,4, A2,0,0,0,1,5, A1,0,0,0,0,4
105.068486,2e-06,0.047623,1.265384574453542e-23,1255.166516,57,51,9,8, B1,0,0,0,4,5, B2,0,0,0,5,4
105.377843,4e-06,0.43274,8.024558577878135e-26,1817.451157,11,9,5,4, A2,0,1,0,1,5, A1,0,1,0,0,4
105.431629,3e-06,0.00087149,6.044176359600598e-30,2146.263564,11,13,5,6, A1,0,1,0,4,2, A2,0,1,0,1,5
105.458818,4e-06,0.29104,1.0019054778681152e-28,2490.35391,17,17,8,8, A1,0,1,0,2,6, A2,0,1,0,1,7
105.590793,2e-06,0.15456,1.1818170465012828e-19,382.516901,27,27,4,4, B1,0,0,0,4,1, B2,0,0,0,3,2
105.659039,2e-06,0.17266,9.977895474483091e-20,447.252347,39,39,6,6, B1,0,0,0,2,5, B2,0,0,0,1,6
106.146312,4e-06,0.23829,2.1892963649996575e-20,503.968096,11,11,5,5, A1,0,0,0,4,2, A2,0,0,0,3,3
106.18874,1.9e-05,0.00033371,6.726053729782565e-24,782.409821,39,45,6,7, B2,0,0,0,5,2, B1,0,0,0,2,5
107.086004,2e-06,0.28455,4.510447575637712e-21,709.608185,15,15,7,7, A2,0,0,0,3,5, A1,0,0,0,2,6
107.746039,0.0,0.29743,2.226675444488426e-20,648.978663,39,39,6,6, B1,0,0,0,4,3, B2,0,0,0,3,4
108.252329,6e-06,0.40181,1.01950905395113e-24,1616.452339,21,21,10,10, A2,0,0,0,5,5, A1,0,0,0,4,6
108.519243,1e-06,0.33926,1.6973343058135115e-25,1634.967091,5,3,2,1, A1,0,1,0,2,0, A2,0,1,0,1,1
110.322877,2e-06,0.053928,1.096145644126901e-26,1875.461271,23,21,11,10, A2,0,0,0,5,7, A1,0,0,0,6,4
110.426137,1e-06,0.32009,6.335884045612721e-27,2161.285764,39,39,6,6, B2,0,1,0,3,4, B1,0,1,0,2,5
110.851188,4.2e-05,0.0011014,4.862780739275673e-26,1327.116502,21,23,10,11, A1,0,0,0,2,8, A2,0,0,0,1,11
111.049679,2e-06,0.35361,1.824145851840609e-21,816.694189,15,15,7,7, A1,0,0,0,4,4, A2,0,0,0,3,5
111.125494,2e-06,0.35173,1.1433324517077976e-18,95.175936,7,5,3,2, A1,0,0,0,2,2, A2,0,0,0,1,1
114.428534,2.1e-05,0.049658,2.8656111070905726e-30,2813.511379,81,75,13,12, B2,0,0,0,7,6, B1,0,0,0,8,5
115.689404,3.6e-05,0.057165,1.3628320869982062e-28,2321.811637,25,23,12,11, A1,0,0,0,6,6, A2,0,0,0,7,5
116.159897,4.1e-05,0.00079085,5.5036520969294876e-30,2205.65174,23,25,11,12, A2,0,0,0,7,5, A1,0,0,0,4,8
116.57584,2e-06,0.37486,6.799941970808391e-28,2282.58948,13,13,6,6, A1,0,1,0,4,2, A2,0,1,0,3,3
116.592581,1e-06,0.42041,1.0346430608128753e-21,1006.115721,51,51,8,8, B1,0,0,0,4,5, B2,0,0,0,3,6
116.689504,4.8e-05,0.030539,1.1583375910910195e-29,2629.332949,87,81,14,13, B1,0,0,0,4,11, B2,0,0,0,5,8
117.062165,2e-06,0.45347,3.604009618227e-23,1360.235002,57,57,9,9, B2,0,0,0,5,4, B1,0,0,0,4,5
117.909768,4e-06,0.0021971,1.549290470390057e-30,2512.282562,51,57,8,9, B2,0,1,0,3,6, B1,0,1,0,0,9
117.970501,5e-06,0.21498,3.044876366348235e-20,586.243531,45,45,7,7, B2,0,0,0,1,6, B1,0,0,0,0,7
118.044622,3e-05,0.57569,2.0810797308581163e-30,2983.395126,29,29,14,14, A1,0,0,0,6,8, A2,0,0,0,5,9
118.324078,4e-06,0.066417,5.495062109183557e-26,1724.704668,23,21,11,10, A1,0,0,0,4,8, A2,0,0,0,5,5
118.532655,3e-06,0.24687,1.4397087929169489e-26,2042.753109,39,39,6,6, B1,0,1,0,2,5, B2,0,1,0,1,6
118.951478,4e-06,0.65729,4.212681215813461e-26,1922.829,13,11,6,5, A1,0,1,0,0,6, A2,0,1,0,1,5
119.018278,4.6e-05,0.0013243,1.5805323244366726e-25,1327.109608,63,69,10,11, B2,0,0,0,3,8, B1,0,0,0,0,11
119.069764,6e-06,0.52158,1.5260753420268793e-27,2414.721994,81,81,13,13, B1,0,0,0,4,9, B2,0,0,0,3,10
120.071124,5e-06,0.71062,3.7909586584486375e-19,326.625476,13,11,6,5, A1,0,0,0,0,6, A2,0,0,0,1,5
120.137659,3e-06,0.42976,1.4430005364567666e-25,1693.649942,7,5,3,2, A1,0,1,0,2,2, A2,0,1,0,1,1
120.515574,1e-06,0.37718,2.946949600556398e-21,885.600147,51,51,8,8, B2,0,0,0,3,6, B1,0,0,0,2,7
120.880319,1e-06,0.16562,1.0988464851601678e-27,2271.711901,45,39,7,6, B1,0,1,0,2,5, B2,0,1,0,3,4
121.36816,2e-06,0.3433,6.807393733622577e-27,2130.494016,33,33,5,5, B1,0,1,0,4,1, B2,0,1,0,3,2
121.414553,1e-06,0.41117,5.658226653370084e-28,2318.539779,15,15,7,7, A2,0,1,0,3,5, A1,0,1,0,2,6
121.904443,5e-06,0.74683,1.1836472474332161e-18,325.347904,39,33,6,5, B2,0,0,0,1,6, B1,0,0,0,0,5
121.986807,4e-06,0.71353,1.349110030943649e-25,1920.766302,39,33,6,5, B2,0,1,0,1,6, B1,0,1,0,0,5
122.110981,2e-06,0.35788,8.016299759023998e-27,2024.152583,13,11,6,5, A2,0,1,0,1,5, A1,0,1,0,2,4
122.413677,2e-06,0.10806,1.804694288653222e-22,927.743868,17,15,8,7, A2,0,0,0,3,5, A1,0,0,0,4,4
122.559112,3.5e-05,0.47966,1.5878161228422918e-24,1690.663544,69,69,11,11, B2,0,0,0,3,8, B1,0,0,0,2,9
122.841772,5e-06,0.3814,4.683844596733413e-22,1079.079254,57,57,9,9, B1,0,0,0,2,7, B2,0,0,0,1,8
123.129,5e-06,0.24121,1.0661992106700617e-20,586.479185,15,15,7,7, A1,0,0,0,2,6, A2,0,0,0,1,7
123.701561,2e-06,0.23705,4.326357925310273e-27,2005.916953,9,9,4,4, A1,0,1,0,4,0, A2,0,1,0,3,1
124.022128,3e-06,0.080345,4.1435178556449395e-26,1874.972643,69,63,11,10, B2,0,0,0,5,6, B1,0,0,0,6,5
124.136016,4e-06,0.48252,1.0276672011343522e-22,1131.775436,17,17,8,8, A2,0,0,0,5,3, A1,0,0,0,4,4
124.653388,1e-06,0.5079,5.1670565901387445e-23,1216.231116,19,19,9,9, A1,0,0,0,4,6, A2,0,0,0,3,7
124.783482,4e-06,0.24243,1.3246898031736884e-26,2004.815439,27,27,4,4, B1,0,1,0,4,1, B2,0,1,0,3,2
125.28761,3e-06,0.37213,2.4434825003197714e-27,2126.407583,11,11,5,5, A1,0,1,0,4,2, A2,0,1,0,3,3
125.511142,5e-06,0.053078,1.4955799584255804e-28,2300.684033,27,25,13,12, A1,0,0,0,4,10, A2,0,0,0,5,7
125.95515,3e-06,0.069412,1.1011175349107288e-26,1998.994771,75,69,12,11, B1,0,0,0,4,9, B2,0,0,0,5,6
126.669259,2e-06,0.45988,2.4658716079198235e-27,2271.711901,39,39,6,6, B1,0,1,0,4,3, B2,0,1,0,3,4
126.697036,2e-06,0.45056,9.063946826319114e-20,416.208744,13,11,6,5, A2,0,0,0,1,5, A1,0,0,0,2,4
126.996474,0.0,0.48305,2.2761122153166e-18,173.365812,27,21,4,3, B1,0,0,0,2,3, B2,0,0,0,1,2
127.081264,5.7e-05,0.65824,2.047392701183404e-28,2629.332949,81,81,13,13, B1,0,0,0,6,7, B2,0,0,0,5,8
128.59835,0.0,0.46634,1.849086508285793e-21,931.236948,45,45,7,7, B2,0,0,0,5,2, B1,0,0,0,4,3
128.692526,2e-06,0.00053872,7.202085112818538e-26,1282.918767,51,57,8,9, B1,0,0,0,6,3, B2,0,0,0,3,6
128.736137,4e-06,0.00036283,1.9680088473626182e-29,2000.862784,27,33,4,5, B1,0,1,0,4,1, B2,0,1,0,1,4
129.08728,4e-06,0.28923,4.320357407425107e-27,2180.6426,45,45,7,7, B2,0,1,0,1,6, B1,0,1,0,0,7
129.553554,1e-06,0.53736,1.9945041498059627e-28,2439.954332,15,15,7,7, A1,0,1,0,4,4, A2,0,1,0,3,5
130.318133,4e-06,0.47233,5.534204963307786e-29,2688.079443,57,57,9,9, B1,0,1,0,2,7, B2,0,1,0,1,8
130.852467,2e-06,0.39388,2.4866445185756028e-21,757.78015,13,13,6,6, A2,0,0,0,5,1, A1,0,0,0,4,2
131.326173,4e-06,0.10154,3.550296829638509e-27,2144.045742,75,69,12,11, B2,0,0,0,5,8, B1,0,0,0,6,5
131.73507,9e-06,0.2525,1.7475518959930987e-20,610.341138,33,33,5,5, B2,0,0,0,5,0, B1,0,0,0,4,1
131.873859,1.9e-05,0.40213,7.606693470162475e-21,756.724702,39,39,6,6, B2,0,0,0,5,2, B1,0,0,0,4,3
131.902707,0.0,0.4986,6.56701810461356e-22,927.743868,15,15,7,7, A2,0,0,0,5,3, A1,0,0,0,4,4
131.958579,1.6e-05,0.25365,5.849900894709725e-21,610.114408,11,11,5,5, A2,0,0,0,5,1, A1,0,0,0,4,2
132.458214,0.0,0.57036,3.6180185531804194e-22,1122.708302,51,51,8,8, B2,0,0,0,5,4, B1,0,0,0,4,5
132.65998,5e-06,0.33163,2.9065870428519314e-18,79.496382,21,15,3,2, B1,0,0,0,2,1, B2,0,0,0,1,2
132.816404,0.000323,0.0015946,1.7631549131852774e-26,1557.84714,69,75,11,12, B1,0,0,0,2,9, B2,0,0,0,1,12
133.431158,0.0,0.25962,1.6334326283985158e-20,648.978663,45,39,7,6, B1,0,0,0,2,5, B2,0,0,0,3,4
134.095694,1e-06,0.63568,1.666858693662662e-23,1340.884504,19,19,9,9, A2,0,0,0,5,5, A1,0,0,0,4,6
