nu,unc,A,S,"E""",g',"g""",J',"J""",Grve',v1',v2',v3',Ka',Kc',"Grve""","v1""","v2""","v3""","Ka""","Kc"""
3755.029032,4e-05,0.21837,3.437479464862175e-26,1216.231116,19,19,9,9, A1,1,0,0,4,6, A2,0,0,0,3,7
3755.379197,8.9e-05,0.31208,1.5343839013576146e-28,1693.649942,7,5,3,2, A1,1,1,0,2,2, A2,0,1,0,1,1
3755.403509,5e-06,0.55799,1.0476598115223737e-21,222.052782,11,9,5,4, A2,1,0,0,1,5, A1,0,0,0,0,4
3755.82021,9.4e-05,0.009968,1.725299526871149e-29,1695.067603,25,23,12,11, A1,0,2,0,4,8, A2,0,0,0,3,9
3756.377153,4.7e-05,0.10493,2.7544879886238193e-29,1875.461271,23,21,11,10, A2,0,0,1,4,7, A1,0,0,0,6,4
3756.394642,4.3e-05,0.1139,2.7725900886922574e-30,2180.6426,45,45,7,7, B2,1,1,0,1,6, B1,0,1,0,0,7
3756.616566,2e-06,26.768,3.7409660950781365e-20,206.30143,7,7,3,3, A2,0,0,1,2,1, A1,0,0,0,2,2
3756.70824,2.6e-05,0.0075952,1.6467960018580314e-27,1282.918767,51,57,8,9, B1,1,0,0,6,3, B2,0,0,0,3,6
3757.628119,2.6e-05,3.0797,1.0072208070405158e-24,1131.775436,17,17,8,8, A2,1,0,0,5,3, A1,0,0,0,4,4
3758.067601,2e-06,1.313,1.2256709179362982e-22,648.978663,39,39,6,6, B1,0,2,0,6,1, B2,0,0,0,3,4
3758.305326,2.8e-05,0.043477,5.338120275268163e-28,1581.335664,57,63,9,10, B2,0,0,1,6,4, B1,0,0,0,4,7
3758.398452,2.8e-05,0.31262,3.587515886284737e-24,885.600147,51,51,8,8, B2,1,0,0,3,6, B1,0,0,0,2,7
3758.501724,6e-05,0.0056995,2.0664260534855733e-30,1843.028746,23,23,11,11, A2,1,0,0,5,7, A1,0,0,0,4,8
3758.619805,3.1e-05,0.35666,6.618043779539308e-25,1079.079254,57,57,9,9, B1,1,0,0,2,7, B2,0,0,0,1,8
3758.956391,0.000322,0.039056,7.337752257400526e-28,1557.84714,69,75,11,12, B1,1,0,0,2,9, B2,0,0,0,1,12
3759.050043,2.1e-05,12.488,1.1651316689266954e-21,648.978663,39,39,6,6, B1,0,0,1,3,3, B2,0,0,0,3,4
3759.25063,2.6e-05,9.8371,2.7912536358247617e-28,2024.152583,11,11,5,5, A2,0,1,1,2,3, A1,0,1,0,2,4
3759.81197,3.1e-05,0.020603,2.8944580997195503e-27,1216.231116,17,19,8,9, A1,0,0,1,5,4, A2,0,0,0,3,7
3759.844547,1e-06,43.974,1.42524075361332e-19,37.137121,3,3,1,1, A1,0,0,1,1,0, A2,0,0,0,1,1
3760.124752,5.8e-05,31.742,1.7922429242163378e-26,1594.746306,3,1,1,0, A2,0,1,1,0,1, A1,0,1,0,0,0
3760.363603,1.1e-05,0.25925,1.9031006689552823e-22,315.779543,11,9,5,4, A2,0,0,1,0,5, A1,0,0,0,2,2
3761.087769,1.3e-05,0.040818,1.5640587111465097e-27,1477.297167,63,57,10,9, B1,0,2,0,6,5, B2,0,0,0,5,4
3761.584439,4.5e-05,0.0022261,5.579459213483555e-27,927.743868,17,15,8,7, A2,1,0,0,3,5, A1,0,0,0,4,4
3761.673843,3.3e-05,0.26632,1.3929042476346892e-26,1446.127886,63,63,10,10, B1,1,0,0,4,7, B2,0,0,0,3,8
3762.157728,2.7e-05,0.015762,1.5738303469418309e-27,1360.235002,51,57,8,9, B2,0,0,1,6,2, B1,0,0,0,4,5
3762.17098,2.8e-05,0.20851,4.194303606466884e-23,586.243531,45,45,7,7, B2,1,0,0,1,6, B1,0,0,0,0,7
3762.187829,3.3e-05,0.025858,1.7338773374319297e-25,816.694189,15,15,7,7, A1,0,2,0,6,2, A2,0,0,0,3,5
3762.439203,5.2e-05,0.033053,4.317504861250459e-28,1474.980198,21,19,10,9, A1,0,2,0,6,4, A2,0,0,0,5,5
3762.474172,8e-06,0.37488,1.9000563425363706e-21,212.156362,27,21,4,3, B2,0,0,1,0,4, B1,0,0,0,2,1
3762.81478,6.3e-05,0.079511,5.6081476523596135e-30,2124.949921,75,75,12,12, B2,1,0,0,5,8, B1,0,0,0,4,9
3762.876399,5.2e-05,0.070921,5.625832430483646e-30,1985.784148,21,23,10,11, A1,0,0,1,7,4, A2,0,0,0,5,7
3763.044391,7.9e-05,0.038868,2.4289445736951393e-28,1557.84357,23,25,11,12, A2,1,0,0,3,9, A1,0,0,0,0,12
3763.051282,2.9e-05,0.0041622,8.516092915413452e-27,1079.079254,63,57,10,9, B1,0,2,0,4,7, B2,0,0,0,1,8
3763.064565,3.2e-05,2.344,5.353423942040864e-28,1998.994771,69,69,11,11, B1,1,0,0,6,5, B2,0,0,0,5,6
3763.699694,3.2e-05,0.53141,2.2457600133595285e-21,95.175936,7,5,3,2, A1,1,0,0,2,2, A2,0,0,0,1,1
3764.05172,2.8e-05,7.2613,2.234878403034627e-30,2630.19233,51,51,8,8, B1,0,1,1,3,5, B2,0,1,0,3,6
3764.455603,1.2e-05,0.0010247,1.7842450647373451e-25,586.243531,39,45,6,7, B2,0,0,1,2,4, B1,0,0,0,0,7
3764.599231,2.6e-05,3.0596,1.957142491327728e-23,931.236948,45,45,7,7, B2,1,0,0,5,2, B1,0,0,0,4,3
3765.760114,1e-06,14.631,3.06649237439995e-20,300.362286,27,27,4,4, B2,0,0,1,2,2, B1,0,0,0,2,3
3765.772484,3e-05,0.00080571,4.5712148361100577e-26,602.773495,15,13,7,6, A2,0,2,0,5,3, A1,0,0,0,2,4
3765.854894,6.6e-05,0.35135,4.277353421212757e-29,1960.206081,25,25,12,12, A2,1,0,0,3,9, A1,0,0,0,2,10
3766.05656,1.1e-05,0.32344,1.1991680320460361e-22,383.842522,11,9,5,4, A1,0,0,1,1,4, A2,0,0,0,3,1
3766.369306,8e-06,0.17591,1.8515494983858368e-26,1255.911452,19,17,9,8, A1,0,0,1,3,6, A2,0,0,0,5,3
3766.748528,2.7e-05,4.217,4.507960339290155e-24,1122.708302,51,51,8,8, B2,1,0,0,5,4, B1,0,0,0,4,5
3766.752026,3.2e-05,0.1851,1.2352036711176282e-23,586.479185,15,15,7,7, A1,1,0,0,2,6, A2,0,0,0,1,7
3766.827808,4.1e-05,7.9083,2.4446847253102126e-27,1739.483705,7,7,3,3, A1,0,1,1,1,2, A2,0,1,0,1,3
3766.832573,3.6e-05,0.18379,1.5110495746718433e-25,1050.157545,19,17,9,8, A1,0,0,1,1,8, A2,0,0,0,3,5
3766.86049,4e-05,0.11866,1.1391671041954996e-29,2042.753109,45,39,7,6, B1,1,1,0,0,7, B2,0,1,0,1,6
3767.134453,3.7e-05,0.097551,6.661679126903631e-26,1045.058261,15,13,7,6, A2,0,2,0,7,1, A1,0,0,0,6,0
3767.134937,3.7e-05,0.09755,1.9984920228573253e-25,1045.057796,45,39,7,6, B2,0,2,0,7,0, B1,0,0,0,6,1
3767.464154,3.8e-05,5.6467,2.541366124731872e-25,1340.884504,19,19,9,9, A2,1,0,0,5,5, A1,0,0,0,4,6
3768.092313,2.6e-05,3.4367,7.57408126964469e-24,927.743868,15,15,7,7, A2,1,0,0,5,3, A1,0,0,0,4,4
3768.194585,4.7e-05,0.12141,3.920389524918234e-30,2041.780478,15,13,7,6, A2,1,1,0,1,7, A1,0,1,0,0,6
3768.654977,7.1e-05,0.0074562,6.441398158376027e-29,1525.134907,23,23,11,11, A2,0,2,0,5,7, A1,0,0,0,2,10
3768.68908,3.3e-05,0.0029678,1.0159885280360032e-26,1006.115721,51,51,8,8, B1,0,2,0,6,3, B2,0,0,0,3,6
3768.689664,3.6e-05,0.46091,3.5721150908920356e-22,326.625476,13,11,6,5, A1,1,0,0,0,6, A2,0,0,0,1,5
3768.93988,3.4e-05,2.6717,2.787076222863312e-23,757.78015,13,13,6,6, A2,1,0,0,5,1, A1,0,0,0,4,2
3769.0207,4.5e-05,0.059157,4.224989317077194e-29,1774.615197,23,25,11,12, A1,0,0,1,3,8, A2,0,0,0,1,11
3769.250436,3.4e-05,0.2324,1.991560616002495e-28,1772.413219,27,21,4,3, B1,1,1,0,2,3, B2,0,1,0,1,2
3769.889037,5e-06,14.527,1.5336037740967357e-19,79.496382,15,15,2,2, B1,0,0,1,1,1, B2,0,0,0,1,2
3769.984765,6.7e-05,0.25964,4.1034231141637695e-28,1695.067603,23,23,11,11, A1,1,0,0,4,8, A2,0,0,0,3,9
3769.988792,3.7e-05,10.181,6.798525120782232e-23,816.694189,15,15,7,7, A1,0,0,1,3,4, A2,0,0,0,3,5
3769.995027,3.4e-05,2.7657,8.742269779730972e-23,756.724702,39,39,6,6, B2,1,0,0,5,2, B1,0,0,0,4,3
3770.055495,4.1e-05,0.25975,1.5761720481025612e-25,1080.385289,19,19,9,9, A2,1,0,0,3,7, A1,0,0,0,2,8
3770.168922,2.8e-05,0.25639,3.084089312578662e-24,757.78015,15,13,7,6, A2,0,0,1,2,5, A1,0,0,0,4,2
3770.455258,1.4e-05,0.46819,1.1015128865207792e-21,325.347904,39,33,6,5, B2,1,0,0,1,6, B1,0,0,0,0,5
3771.152493,2.8e-05,0.020473,1.1108928454251128e-26,1080.385289,17,19,8,9, A2,0,0,1,4,5, A1,0,0,0,2,8
3771.21658,2e-05,0.00045988,6.174529791961712e-27,842.356519,39,45,6,7, B1,0,0,1,5,1, B2,0,0,0,3,4
3771.562867,2.6e-05,1.7838,2.0580182998622621e-22,610.341138,33,33,5,5, B2,1,0,0,5,0, B1,0,0,0,4,1
3771.607546,4.5e-05,0.0043762,2.4669673819334013e-30,1899.007489,63,69,10,11, B2,1,0,0,7,4, B1,0,0,0,4,7
3771.789573,2.6e-05,1.7971,6.926051122912575e-23,610.114408,11,11,5,5, A2,1,0,0,5,1, A1,0,0,0,4,2
3771.819211,4.1e-05,0.017142,2.228028223115657e-28,1474.980198,21,19,10,9, A1,1,0,0,4,6, A2,0,0,0,5,5
3772.509683,4.8e-05,2.4376,2.6124275371168074e-27,1724.704668,21,21,10,10, A1,1,0,0,6,4, A2,0,0,0,5,5
3772.818737,5.9e-05,0.020588,3.4737652381168173e-29,1806.669485,75,81,12,13, B2,1,0,0,3,10, B1,0,0,0,0,13
3772.956676,3.2e-05,1.0592,2.515054793490929e-30,2398.38116,39,39,6,6, B2,1,1,0,5,2, B1,0,1,0,4,3
3773.374446,2.2e-05,0.0068797,6.910902175061233e-26,885.600147,45,51,7,8, B2,0,0,1,4,4, B1,0,0,0,2,7
3773.441312,3e-05,0.040205,8.676213396715727e-27,1293.633702,57,63,9,10, B2,0,0,1,4,6, B1,0,0,0,2,9
3773.92655,1.6e-05,7.0898,9.541698628493795e-26,1581.335664,63,63,10,10, B2,0,0,1,4,6, B1,0,0,0,4,7
3774.053345,2.9e-05,0.19387,6.121528517084775e-23,416.208744,13,11,6,5, A2,1,0,0,1,5, A1,0,0,0,2,4
3774.438136,8.4e-05,0.036993,2.0787842279263735e-29,1806.670049,25,27,12,13, A1,1,0,0,2,10, A2,0,0,0,1,13
3774.476292,4.9e-05,3.5073,5.469629174286213e-29,2275.371915,75,75,12,12, B1,1,0,0,6,7, B2,0,0,0,5,8
3774.71977,3.8e-05,0.69034,5.990449759535814e-30,2251.862176,33,33,5,5, B2,1,1,0,5,0, B1,0,1,0,4,1
3774.885545,3.8e-05,0.69202,2.0048423155276514e-30,2251.695193,11,11,5,5, A2,1,1,0,5,1, A1,0,1,0,4,2
3775.616997,4.7e-05,2.9672,2.560538701175454e-28,1985.784148,23,23,11,11, A1,1,0,0,6,6, A2,0,0,0,5,7
3775.751478,4.3e-05,0.040805,1.1929032264865534e-30,2161.285764,45,39,7,6, B2,1,1,0,1,6, B1,0,1,0,2,5
3776.070103,6.7e-05,0.25285,2.019890705045517e-26,1293.017188,21,21,10,10, A1,1,0,0,2,8, A2,0,0,0,1,9
3776.444013,3.6e-05,27.893,1.7410718326114348e-26,1634.967091,5,3,2,1, A1,0,1,1,1,2, A2,0,1,0,1,1
3776.546394,2.5e-05,0.0071618,2.1543173054348755e-26,1006.115721,45,51,7,8, B1,0,0,1,5,3, B2,0,0,0,3,6
3777.037806,9.2e-05,4.5388,1.1361882860366774e-30,2586.528703,27,27,13,13, A1,1,0,0,6,8, A2,0,0,0,5,9
3777.087076,8e-06,0.039023,4.1609538409899775e-24,648.978663,45,39,7,6, B1,1,0,0,2,5, B2,0,0,0,3,4
3777.535159,4.4e-05,0.61426,1.0568536782391658e-27,1677.061219,21,15,3,2, B1,1,1,0,2,1, B2,0,1,0,1,2
3778.050553,2.8e-05,6.5415,1.6553603272198204e-28,2161.285764,39,39,6,6, B2,0,1,1,2,4, B1,0,1,0,2,5
3778.261606,3e-05,2.6949,9.170611101395707e-27,1718.718416,63,63,10,10, B1,1,0,0,6,5, B2,0,0,0,5,6
3778.340384,8e-06,0.0024086,1.1642881514157681e-24,446.510665,27,33,4,5, B2,0,0,1,4,0, B1,0,0,0,2,3
3778.471018,5.9e-05,0.00044644,6.940721927018533e-29,1216.231116,19,19,9,9, A1,0,2,0,6,4, A2,0,0,0,3,7
3778.481904,0.000102,0.00070501,4.7498167019070156e-30,1557.84357,25,25,12,12, A2,0,2,0,3,9, A1,0,0,0,0,12
3778.61203,5.6e-05,0.0010072,6.259490873094011e-29,1327.116502,23,23,11,11, A1,0,2,0,4,8, A2,0,0,0,1,11
3779.130486,2.6e-05,0.0019815,8.186019257495347e-26,602.773495,11,13,5,6, A2,1,0,0,5,1, A1,0,0,0,2,4
3779.151062,3.5e-05,2.4015,8.246253086641844e-26,1477.297167,57,57,9,9, B1,1,0,0,6,3, B2,0,0,0,5,4
3779.493137,5.5e-05,29.076,1.3515964740214072e-19,0.0,3,1,1,0, A2,0,0,1,0,1, A1,0,0,0,0,0
3779.525006,5.3e-05,0.14936,2.3237230885374586e-24,744.063658,17,17,8,8, A2,1,0,0,1,7, A1,0,0,0,0,8
3779.529482,6.9e-05,0.22604,8.009635678931998e-29,1962.506166,75,75,12,12, B1,1,0,0,4,9, B2,0,0,0,3,10
3779.591973,4.5e-05,0.063193,4.955710759595934e-28,1525.134907,21,23,10,11, A2,0,0,1,4,7, A1,0,0,0,2,10
3779.762136,2.9e-05,8.9051,2.372053767447764e-21,416.208744,11,11,5,5, A2,0,0,1,2,3, A1,0,0,0,2,4
3780.327596,3.6e-05,0.16707,2.0708443392082816e-29,1875.469702,11,9,5,4, A1,1,1,0,2,4, A2,0,1,0,1,3
3780.455628,2.8e-05,0.00082338,1.3814719956633452e-26,709.608185,13,15,6,7, A2,0,0,1,4,3, A1,0,0,0,2,6
3780.848199,6.7e-05,0.016714,2.808148705093133e-29,1806.669485,75,81,12,13, B2,0,2,0,5,8, B1,0,0,0,0,13
3780.917095,9.5e-05,0.03103,3.626089720995853e-29,1724.704668,23,21,11,10, A1,0,2,0,6,6, A2,0,0,0,5,5
3781.152164,2e-06,2.3156e-07,7.284178281749484e-29,416.208744,13,11,6,5, A2,0,2,0,5,1, A1,0,0,0,2,4
3781.400796,3.7e-05,2.4928,2.91660256296904e-26,1474.980198,19,19,9,9, A1,1,0,0,6,4, A2,0,0,0,5,5
3781.462925,3.1e-05,0.019733,7.887502723408633e-28,1340.884504,17,19,8,9, A2,0,0,1,6,3, A1,0,0,0,4,6
3781.62445,1e-05,0.0014616,4.645406170968009e-26,782.409821,51,45,8,7, B2,0,2,0,5,4, B1,0,0,0,2,5
3781.801084,3.4e-05,0.13942,6.49297748811618e-24,744.162658,51,51,8,8, B1,1,0,0,2,7, B2,0,0,0,1,8
3781.944913,1.1e-05,0.50906,1.903687782724397e-22,508.812049,39,33,6,5, B1,0,0,1,1,5, B2,0,0,0,3,2
3781.945904,2.6e-05,0.32337,5.6454294895671925e-24,842.356519,51,45,8,7, B1,0,0,1,1,7, B2,0,0,0,3,4
3781.973258,7.1e-05,0.24346,5.429123025972195e-30,2246.883887,81,81,13,13, B2,1,0,0,3,10, B1,0,0,0,2,11
3782.179964,3.9e-05,36.823,8.099381670417989e-26,1618.556845,15,9,2,1, B2,0,1,1,0,2, B1,0,1,0,0,1
3782.39339,7e-06,1.8791e-05,3.739611912459194e-27,586.243531,45,45,7,7, B2,0,2,0,5,2, B1,0,0,0,0,7
3782.631894,3.6e-05,0.20483,4.8617929223529446e-26,1293.633702,63,63,10,10, B2,1,0,0,3,8, B1,0,0,0,2,9
3782.776505,4.5e-05,0.033543,3.234874083543999e-29,1724.704668,19,21,9,10, A1,0,0,1,7,2, A2,0,0,0,5,5
3782.87664,4.1e-05,0.068788,1.871243711223084e-30,2180.6426,51,45,8,7, B2,1,1,0,1,8, B1,0,1,0,0,7
3783.730346,5.3e-05,2.2199,2.071471570890903e-25,1255.911452,17,17,8,8, A1,1,0,0,6,2, A2,0,0,0,5,3
3783.885414,2.8e-05,0.0010053,1.3768498508506965e-26,744.063658,15,17,7,8, A2,0,0,1,2,5, A1,0,0,0,0,8
3784.120648,8.3e-05,2.1432,2.1937649436429654e-30,2437.501041,25,25,12,12, A2,1,0,0,7,5, A1,0,0,0,6,6
3784.323963,7e-06,0.1616,1.0772207049829708e-28,1899.007489,75,69,12,11, B2,0,0,1,2,10, B1,0,0,0,4,7
3784.460491,2.6e-05,2.246,6.332007865853271e-25,1255.166516,51,51,8,8, B1,1,0,0,6,3, B2,0,0,0,5,4
3784.583853,1e-06,7.3189,1.9106583783241793e-20,142.278494,7,7,3,3, A1,0,0,1,1,2, A2,0,0,0,1,3
3784.93178,3e-05,0.37105,2.9569547686874524e-22,447.252347,45,39,7,6, B1,1,0,0,0,7, B2,0,0,0,1,6
3785.267345,5e-06,0.49484,7.25427615767152e-21,79.496382,21,15,3,2, B1,1,0,0,2,1, B2,0,0,0,1,2
3785.687539,2.4e-05,0.37407,9.988079260298844e-23,446.6966,15,13,7,6, A2,1,0,0,1,7, A1,0,0,0,0,6
3786.224084,3.1e-05,7.1449,2.4233621454146692e-23,1006.115721,51,51,8,8, B1,0,0,1,3,5, B2,0,0,0,3,6
3786.454197,7.2e-05,0.026458,9.818379408439628e-29,1718.718416,69,63,11,10, B1,0,2,0,6,5, B2,0,0,0,5,6
3786.6888,3.1e-05,4.8893,2.539660172676666e-27,1821.596591,27,27,4,4, B1,0,1,1,1,3, B2,0,1,0,1,4
3786.939981,3.2e-05,1.8494,3.2346563221486742e-24,1059.835298,45,45,7,7, B1,1,0,0,6,1, B2,0,0,0,5,2
3787.127279,5.1e-05,1.8549,1.0833592516237983e-24,1059.646575,15,15,7,7, A1,1,0,0,6,2, A2,0,0,0,5,3
3787.421644,2.6e-05,0.48108,1.499855989068857e-23,661.548885,15,13,7,6, A1,0,0,1,1,6, A2,0,0,0,3,3
3787.631253,8.5e-05,2.2288,7.08888801122221e-30,2433.799069,75,75,12,12, B2,1,0,0,7,6, B1,0,0,0,6,7
3787.666092,3.4e-05,27.551,4.8525486739376536e-26,1640.505578,15,9,2,1, B1,0,1,1,1,1, B2,0,1,0,1,0
3787.948483,4.8e-05,0.092602,1.4717250093990676e-29,2042.309826,75,81,12,13, B1,0,0,1,3,9, B2,0,0,0,1,12
3788.648583,4.1e-05,0.087859,1.860496591628981e-28,1774.750359,69,75,11,12, B2,0,0,1,4,8, B1,0,0,0,2,11
3788.756561,3.1e-05,0.035154,1.0763544834497567e-28,1718.718416,57,63,9,10, B1,0,0,1,7,3, B2,0,0,0,5,6
3788.809678,4.7e-05,6.0767,2.168077660145558e-27,1843.028746,23,23,11,11, A2,0,0,1,4,7, A1,0,0,0,4,8
3788.82403,0.000115,0.035864,4.504914336114031e-30,2073.513679,81,87,13,14, B1,1,0,0,2,11, B2,0,0,0,1,14
3788.951509,0.000124,0.035036,1.4668646428712001e-30,2073.514096,27,29,13,14, A2,1,0,0,3,11, A1,0,0,0,0,14
3789.243462,3.6e-05,1.1852,3.308901588834673e-24,888.632617,13,13,6,6, A1,1,0,0,6,0, A2,0,0,0,5,1
3789.277548,4.1e-05,1.1858,9.934931410651895e-24,888.598561,39,39,6,6, B1,1,0,0,6,1, B2,0,0,0,5,2
3789.4996,3.8e-05,0.17768,1.0210125150426552e-29,2144.045742,75,69,12,11, B2,0,0,1,4,8, B1,0,0,0,6,5
3789.634594,1e-06,0.34529,3.7323986501846325e-22,275.497057,11,9,5,4, A1,1,0,0,2,4, A2,0,0,0,1,3
3789.648116,3.5e-05,0.11313,1.4133415096587308e-29,2000.862784,39,33,6,5, B1,1,1,0,2,5, B2,0,1,0,1,4
3789.811057,0.000104,0.18288,1.3379249573417514e-30,2248.063135,27,27,13,13, A1,1,0,0,4,10, A2,0,0,0,3,11
3790.431403,3.8e-05,2.1422,1.1319488706040157e-28,2144.045742,69,69,11,11, B2,1,0,0,7,4, B1,0,0,0,6,5
3791.103521,7.2e-05,0.0010251,1.5879153356493916e-27,1114.549359,69,63,11,10, B1,0,2,0,2,9, B2,0,0,0,1,10
3791.785997,4.5e-05,0.050965,2.457083575525925e-30,2144.045742,63,69,10,11, B2,0,0,1,8,2, B1,0,0,0,6,5
3791.82184,6.5e-05,2.1742,3.882526719117159e-29,2142.596649,23,23,11,11, A2,1,0,0,7,5, A1,0,0,0,6,6
3791.95624,3.8e-05,0.17863,4.585982713665783e-27,1524.847291,69,69,11,11, B1,1,0,0,2,9, B2,0,0,0,1,10
3792.25705,1.3e-05,0.00020205,1.0397838677412728e-29,1446.127886,63,63,10,10, B1,0,2,0,6,5, B2,0,0,0,3,8
3792.360476,7e-06,8.5263e-05,1.7269889340449713e-26,552.911386,33,39,5,6, B2,0,0,1,4,2, B1,0,0,0,2,5
3792.767685,7.2e-05,0.07073,2.9304965738116155e-26,1216.194305,51,45,8,7, B2,0,2,0,7,2, B1,0,0,0,6,1
3792.772798,7.2e-05,0.070724,9.767918209097807e-27,1216.189681,17,15,8,7, A2,0,2,0,7,1, A1,0,0,0,6,2
3793.824987,2.3e-05,0.44355,3.166219015703808e-24,931.236948,51,45,8,7, B2,0,0,1,2,6, B1,0,0,0,4,3
3795.168265,8.3e-05,2.0624,4.842636576973224e-28,1875.461271,21,21,10,10, A2,1,0,0,7,3, A1,0,0,0,6,4
3795.503125,2.8e-05,0.17969,4.9548663524052974e-23,552.911386,45,39,7,6, B2,1,0,0,1,6, B1,0,0,0,2,5
3795.525942,3.1e-05,0.00039645,4.665078041965179e-28,1122.708302,57,51,9,8, B2,1,0,0,3,6, B1,0,0,0,4,5
3795.642392,4.5e-05,2.0725,1.4666839807407254e-27,1874.972643,63,63,10,10, B2,1,0,0,7,4, B1,0,0,0,6,5
3795.753054,6.4e-05,0.15205,1.2948691347414246e-27,1525.134907,23,23,11,11, A2,1,0,0,3,9, A1,0,0,0,2,10
3795.76592,4.6e-05,1.6583,4.850506417165807e-28,1743.486334,7,5,3,2, A2,1,1,0,3,1, A1,0,1,0,2,0
3795.798399,7.7e-05,0.10674,9.501877913515342e-25,920.168025,57,57,9,9, B2,1,0,0,1,8, B1,0,0,0,0,9
3796.08322,3e-05,34.482,5.874902402843106e-26,1677.061219,21,15,3,2, B1,0,1,1,1,3, B2,0,1,0,1,2
3796.334914,4e-05,0.30638,1.1522842886718918e-26,1477.297167,63,57,10,9, B1,0,0,1,3,7, B2,0,0,0,5,4
3796.439574,1e-06,25.551,1.3537413863315034e-19,37.137121,5,3,2,1, A1,0,0,1,1,2, A2,0,0,0,1,1
3796.496645,3.8e-05,5.4809,4.8646798960355954e-27,1742.305406,21,15,3,2, B2,1,1,0,3,0, B1,0,1,0,2,1
3796.616309,5.1e-05,0.0019709,1.2592683825013896e-27,1050.157545,15,17,7,8, A1,1,0,0,6,2, A2,0,0,0,3,5
3796.832199,3e-05,0.0016508,9.419072352410305e-27,816.694189,13,15,6,7, A1,0,0,1,5,2, A2,0,0,0,3,5
3796.89431,0.00014,0.10259,3.04112569246561e-25,920.209717,19,19,9,9, A1,1,0,0,2,8, A2,0,0,0,1,9
3797.052181,3e-06,1.9252e-05,1.1179245818028693e-26,447.252347,33,39,5,6, B1,0,0,1,3,3, B2,0,0,0,1,6
3797.134037,6.1e-05,0.022637,5.519205402875541e-30,1998.994771,75,69,12,11, B1,0,2,0,6,7, B2,0,0,0,5,6
3797.291938,3.9e-05,0.0061678,1.742884131511518e-27,1131.775436,15,17,7,8, A2,0,0,1,6,1, A1,0,0,0,4,4
3797.787748,1.1e-05,5.9924,1.4303366048924093e-21,552.911386,39,39,6,6, B2,0,0,1,2,4, B1,0,0,0,2,5
3798.523235,3e-05,0.0012622,6.666345585877083e-25,326.625476,9,11,4,5, A1,0,0,1,3,2, A2,0,0,0,1,5
3798.582986,8e-06,0.0070318,5.776395424708794e-23,136.761674,21,21,3,3, B2,1,0,0,3,0, B1,0,0,0,0,3
3798.800285,5.8e-05,1.8791,1.369625443205548e-26,1631.382967,57,57,9,9, B2,1,0,0,7,2, B1,0,0,0,6,3
3798.935438,5.8e-05,1.8817,4.577705308060223e-27,1631.245229,19,19,9,9, A2,1,0,0,7,3, A1,0,0,0,6,4
3799.046759,3.2e-05,0.88957,2.449835994963394e-21,136.163928,7,5,3,2, A2,1,0,0,3,1, A1,0,0,0,2,0
3799.488951,5.3e-05,0.11443,6.021576590088221e-30,2042.372622,25,27,12,13, A2,0,0,1,4,9, A1,0,0,0,2,12
3799.933314,7e-06,0.2818,3.1128880590188473e-22,399.457514,39,33,6,5, B1,1,0,0,2,5, B2,0,0,0,1,4
3800.094232,3.2e-05,4.7333,9.462093938494736e-30,2318.539779,15,15,7,7, A2,0,1,1,2,5, A1,0,1,0,2,6
3800.443016,6e-06,1.1267,9.419864010604889e-21,134.901644,21,15,3,2, B2,1,0,0,3,0, B1,0,0,0,2,1
3800.72895,2.5e-05,0.0021864,3.457028690457572e-27,982.911525,19,17,9,8, A2,0,2,0,5,5, A1,0,0,0,2,6
3800.755489,6e-06,0.0019668,1.1172198572848912e-25,586.479185,13,15,6,7, A1,0,0,1,3,4, A2,0,0,0,1,7
3800.819065,3.5e-05,0.28314,6.324330132031447e-23,586.243531,51,45,8,7, B2,1,0,0,1,8, B1,0,0,0,0,7
3800.877605,2.7e-05,0.17076,1.2683591753922582e-23,586.479185,17,15,8,7, A1,1,0,0,0,8, A2,0,0,0,1,7
3801.418763,1e-06,33.501,6.0682864824469475e-19,23.794352,15,9,2,1, B2,0,0,1,0,2, B1,0,0,0,0,1
3801.627399,7.5e-05,1.5441,3.0114012281065724e-26,1411.64175,17,17,8,8, A2,1,0,0,7,1, A1,0,0,0,6,2
3801.657921,7.5e-05,1.5446,9.039734443324012e-26,1411.611293,51,51,8,8, B2,1,0,0,7,2, B1,0,0,0,6,3
3801.669724,3.2e-05,38.046,2.4311348894546582e-26,1664.964579,7,5,3,2, A2,0,1,1,0,3, A1,0,1,0,0,2
3801.943228,3.3e-05,15.892,1.4064870312973305e-26,1742.305406,21,15,3,2, B2,0,1,1,2,2, B1,0,1,0,2,1
3802.146748,5.8e-05,0.002727,3.8687684468854224e-30,1695.067603,21,23,10,11, A1,1,0,0,6,4, A2,0,0,0,3,9
3802.350006,3e-05,0.2934,9.998654704197088e-28,1616.452339,23,21,11,10, A2,0,0,1,2,9, A1,0,0,0,4,6
3802.965208,1e-06,4.5837,2.00337484970622e-20,224.838381,27,27,4,4, B1,0,0,1,1,3, B2,0,0,0,1,4
3803.831893,4.3e-05,0.97091,3.528813652609836e-25,1216.194305,45,45,7,7, B2,1,0,0,7,0, B1,0,0,0,6,1
3803.835667,4.3e-05,0.97095,1.1763716918866984e-25,1216.189681,15,15,7,7, A2,1,0,0,7,1, A1,0,0,0,6,2
3804.496318,0.000177,1.9129,1.0083554138766297e-30,2612.799041,75,75,12,12, B1,1,0,0,8,5, B2,0,0,0,7,6
